series_id,unit_id,variant,cam_name,game_namespace,vtable_addr,slot1_execute
027GN00AW,004QUNTFS,001,FunnelSheild,EXVS2,0x141661408,0x14068E280
027GN00AW,004QUNTFS,001,ThrowAbstract,EXVS2,0x1416614E8,0x14068E280
027GN00AW,004QUNTFS,001,WideCutter,EXVS2,0x1416615C8,0x14068E280
027GN00AW,005ZABNYA,001,AttachChangeDockingAbstract,EXVS2,0x141660D28,0x14068E280
027GN00AW,005ZABNYA,001,AttachChangeEnd,EXVS2,0x141660DF8,0x14068E280
027GN00AW,005ZABNYA,001,FunnelMateDefense,EXVS2,0x1416609A8,0x14068E280
027GN00AW,005ZABNYA,001,FunnelSelfdefense,EXVS2,0x141660B18,0x14068E280
027GN00AW,005ZABNYA,001,FunnelTukimatoi,EXVS2,0x1416607E8,0x14068E280
027GN00AW,005ZABNYA,001,FunnelTukimatoiWinlose,EXVS2,0x141660FA8,0x14068E280
027GN00AW,005ZABNYA,001,Funnel_Fly,EXVS2,0x141660648,0x14068E280
027GN00AW,005ZABNYA,001,FunneldefenseCommon,EXVS2,0x141660870,0x14108A0E0
027GN00AW,005ZABNYA,001,TransparentShooter,EXVS2,0x141660C30,0x14068E280
027GN00AW,006HARUTE,001,FunnelFlySword,EXVS2,0x141661720,0x14068E280
027GN00AW,006HARUTE,001,FunnelFlySwordHissatsu_1,EXVS2,0x141661878,0x14068E280
027GN00AW,006HARUTE,001,FunnelFlySwordHissatsu_2,EXVS2,0x1416619D0,0x14068E280
027GN00AW,006HARUTE,001,GNMissileVertical,EXVS2,0x141661BB0,0x14068E280
027GN00AW,006HARUTE,001,StickerScissorLaunch,EXVS2,0x141661A70,0x14068E280
028GUNWTV,002EPYON0,001,AssistVirgo,EXVS2,0x141661CC0,0x14068E280
028GUNWTV,009ALTRTV,001,BoomerangSpline,EXVS2,0x141661D78,0x14068E280
028GUNWTV,009ALTRTV,001,BoomerangStraight,EXVS2,0x141661E28,0x14068E280
028GUNWTV,009ALTRTV,001,HandThrow,EXVS2,0x141661F08,0x14068E280
028GUNWTV,009ALTRTV,001,HandThrowDouble,EXVS2,0x141661FE8,0x14068E280
028GUNWTV,010SANDTV,001,HeatShotelThrowAth,EXVS2,0x141662400,0x14068E280
028GUNWTV,012DHELTV,001,ThrowBusterShield,EXVS2,0x1416624F8,0x14068E280
028GUNWTV,012DHELTV,001,ThrowScythe,EXVS2,0x1416625D8,0x14068E280
028GUNWTV,013TALGS2,001,AssistWingGundamBird,EXVS2,0x141662AF0,0x14068E280
028GUNWTV,013TALGS2,001,WingGundamHissatsu,EXVS2,0x141662680,0x14068E280
029SSTARG,001STNOIR,001,AnchorLauncher,EXVS2,0x141662BC8,0x14068E280
029SSTARG,001STNOIR,001,AssistPole,EXVS2,0x141662CC8,0x14068E280
029SSTARG,001STNOIR,001,ThrowFragarach,EXVS2,0x141662DA8,0x14068E280
029SSTARG,001STNOIR,001,ThrowFragarachSP,EXVS2,0x141662E88,0x14068E280
029SSTARG,002STGAZR,001,FlashMine,EXVS2,0x141663290,0x14068E280
029SSTARG,002STGAZR,001,OrageBullet,EXVS2,0x141663338,0x14068E280
030GSENTI,001EXSGUN,,IncomReflectorRelayBeam,EXVS2,0x1415DD3B0,0x14068E280
030GSENTI,001EXSGUN,001,IncomHead,EXVS2,0x1415DD1B8,0x14068E280
030GSENTI,001EXSGUN,001,IncomReflectorNotifier,EXVS2,0x1415DD578,0x14068E280
030GSENTI,001EXSGUN,001,IncomReflectorShot,EXVS2,0x1415DD500,0x14068E280
030GSENTI,001EXSGUN,001,PropellantTankFloatExplosion,EXVS2,0x1415DD690,0x14068E280
031GNHATH,001XIGNDM,001,AssistMesserGrap,EXVS2,0x1415DDBB0,0x14068E280
031GNHATH,001XIGNDM,001,AssistMesserSaberRush,EXVS2,0x1415DDCE0,0x14068E280
031GNHATH,001XIGNDM,001,FunnelMissile,EXVS2,0x1415DD7E8,0x14068E280
031GNHATH,001XIGNDM,001,FunnelMissileShotAiming,EXVS2,0x1415DD998,0x14068E280
031GNHATH,001XIGNDM,001,ThrowBeamRifle,EXVS2,0x1415DDD98,0x14068E280
031GNHATH,002PENELP,001,FunnelMissile,EXVS2,0x1415DDEF0,0x14068E280
031GNHATH,002PENELP,001,FunnelMissileShotAiming,EXVS2,0x1415DE088,0x14068E280
033GNDAGE,001GNAGE1,001,ThrowLargeRock,EXVS2,0x1415DE170,0x14068E280
033GNDAGE,003GNAGE3,001,ThrowBlade,EXVS2,0x1415DE258,0x14068E280
033GNDAGE,003GNAGE3,001,ThrowNet,EXVS2,0x1415DE340,0x14068E280
033GNDAGE,004GAGEFX,001,FunnelAttachChangeWeaponDefenseformMayu,EXVS2,0x1415DE9C0,0x14068E280
033GNDAGE,004GAGEFX,001,FunnelCommonDefense,EXVS2,0x1415DECB8,0x140E48540
033GNDAGE,004GAGEFX,001,FunnelFlySwordThrowAbstract,EXVS2,0x1415DE640,0x14068E280
033GNDAGE,004GAGEFX,001,FunnelFlySwordThrowFxBurst,EXVS2,0x1415DE790,0x14068E280
033GNDAGE,004GAGEFX,001,FunnelFlyswordAbstract,EXVS2,0x1415DE4B0,0x14068E280
033GNDAGE,004GAGEFX,001,FunnelFlyswordBurst,EXVS2,0x1415DF2B0,0x14068E280
033GNDAGE,004GAGEFX,001,FunnelMateDefense,EXVS2,0x1415DEF58,0x14068E280
033GNDAGE,004GAGEFX,001,FunnelSelfDefense,EXVS2,0x1415DEDE8,0x14068E280
033GNDAGE,004GAGEFX,001,SpAssistAge1,EXVS2,0x1415DF060,0x14068E280
033GNDAGE,004GAGEFX,001,StickerFunnelAbstract,EXVS2,0x1415DE838,0x14068E280
033GNDAGE,004GAGEFX,001,StickerFunnelHissatsu,EXVS2,0x1415DE8D8,0x14068E280
033GNDAGE,004GAGEFX,001,ThrowDarkhoundMA,EXVS2,0x1415DF158,0x14068E280
033GNDAGE,004GAGEFX,001,TransparentSlasher01,EXVS2,0x1415DEAF0,0x14068E280
033GNDAGE,004GAGEFX,001,TransparentSlasher04,EXVS2,0x1415DEC30,0x14068E280
033GNDAGE,006FARSIA,001,FunnelAttachChangeAutomata,EXVS2,0x1415DF700,0x14068E280
033GNDAGE,006FARSIA,001,FunnelFly,EXVS2,0x1415DF3F8,0x14068E280
033GNDAGE,006FARSIA,001,FunnelNet,EXVS2,0x1415DFE70,0x14068E280
033GNDAGE,006FARSIA,001,FunnelReturn,EXVS2,0x1415DF498,0x14068E280
033GNDAGE,006FARSIA,001,FunnelShot,EXVS2,0x1415DF638,0x14068E280
033GNDAGE,006FARSIA,001,TransparentShooter,EXVS2,0x1415DF808,0x14068E280
033GNDAGE,006FARSIA,001,ZedasHissatsuCombo,EXVS2,0x1415DF8D0,0x14068E280
033GNDAGE,006FARSIA,001,ZedasHissatsuFinish,EXVS2,0x1415DFA00,0x14068E280
033GNDAGE,006FARSIA,001,ZedasRush,EXVS2,0x1415DFB48,0x14068E280
033GNDAGE,006FARSIA,001,ZedasTsukimatoi,EXVS2,0x1415DFC30,0x14068E280
033GNDAGE,006FARSIA,001,ZedasWinlose,EXVS2,0x1415DFCD8,0x14068E280
033GNDAGE,007LEGILS,001,AssistFunnelFly,EXVS2,0x1415E0DE8,0x14068E280
033GNDAGE,007LEGILS,001,AssistShotFunnel,EXVS2,0x1415E0CA0,0x14068E280
033GNDAGE,007LEGILS,001,AssistShotLaser,EXVS2,0x1415E0860,0x14068E280
033GNDAGE,007LEGILS,001,FunnelFly,EXVS2,0x1415DFFE0,0x14068E280
033GNDAGE,007LEGILS,001,FunnelFlyHasei,EXVS2,0x1415E00F8,0x14068E280
033GNDAGE,007LEGILS,001,FunnelShotAiming,EXVS2,0x1415E02B8,0x14068E280
033GNDAGE,007LEGILS,001,FunnelShotDirection,EXVS2,0x1415E0420,0x14068E280
033GNDAGE,007LEGILS,002,AssistShotFunnel,EXVS2,0x1415E1220,0x14068E280
033GNDAGE,007LEGILS,002,AssistShotLaser,EXVS2,0x1415E1660,0x14068E280
033GNDAGE,008DRKHND,001,Anchor,EXVS2,0x1415E1730,0x14068E280
033GNDAGE,008DRKHND,001,AssistShldlrRensha,EXVS2,0x1415E19D0,0x14068E280
033GNDAGE,008DRKHND,001,DodslancerThrow,EXVS2,0x1415E1810,0x14068E280
033GNDAGE,008DRKHND,001,SaberBoomerang,EXVS2,0x1415E18D8,0x14068E280
033GNDAGE,011FFRSIA,001,AssistTransparent,EXVS2,0x1415E2058,0x14068E280
033GNDAGE,011FFRSIA,001,AssistTransparentRensha,EXVS2,0x1415E2168,0x14068E280
033GNDAGE,011FFRSIA,001,FunnelAttachChangeShooter,EXVS2,0x1415E1F48,0x14068E280
033GNDAGE,011FFRSIA,001,FunnelFly,EXVS2,0x1415E1B48,0x14068E280
033GNDAGE,011FFRSIA,001,FunnelNet,EXVS2,0x1415E1E80,0x14068E280
033GNDAGE,011FFRSIA,001,FunnelShot,EXVS2,0x1415E1CE8,0x14068E280
034EXTGUN,000COMMON,001,FunnelHissatsuAbstract,EXVS2,0x1415E2810,0x14068E280
034EXTGUN,001EXECLI,001,ThrowCluster,EXVS2,0x1415E2248,0x14068E280
034EXTGUN,001EXECLI,002,ThrowCluster,EXVS2,0x1415E2328,0x14068E280
034EXTGUN,002EXXENO,001,FunnelGenkidama,EXVS2,0x1415E29A8,0x14068E280
034EXTGUN,003EXAIOS,001,AssistTransparentShooter,EXVS2,0x1415E2AC8,0x14068E280
034EXTGUN,003EXAIOS,001,AssistTransparentSlasher,EXVS2,0x1415E2BE0,0x14068E280
034EXTGUN,003EXAIOS,001,FunnelAttachChangeShooter,EXVS2,0x1415E2CA8,0x14068E280
034EXTGUN,003EXAIOS,001,FunnelAttachChangeSlasher,EXVS2,0x1415E2D70,0x14068E280
034EXTGUN,003EXAIOS,001,FunnelAttachChangeWeapon,EXVS2,0x1415E2E58,0x14068E280
034EXTGUN,003EXAIOS,001,FunnelFly,EXVS2,0x1415E2FA0,0x14068E280
034EXTGUN,003EXAIOS,001,FunnelLaser,EXVS2,0x1415E3138,0x14068E280
034EXTGUN,003EXAIOS,001,FunnelLaserNet,EXVS2,0x1415E32D0,0x14068E280
034EXTGUN,003EXAIOS,001,FunnelShot,EXVS2,0x1415E3470,0x14068E280
034EXTGUN,003EXAIOS,001,FunnelTeleport,EXVS2,0x1415E35B8,0x14068E280
034EXTGUN,003EXAIOS,001,ScaleController,EXVS2,0x1415E3660,0x14068E280
034EXTGUN,003EXAIOS,001,ScaleController_All,EXVS2,0x1415E3708,0x14068E280
034EXTGUN,003EXAIOS,001,ScaleController_Large,EXVS2,0x1415E37B0,0x14068E280
034EXTGUN,003EXAIOS,001,ScaleController_Small,EXVS2,0x1415E3858,0x14068E280
034EXTGUN,003EXAIOS,001,SpFunnelLaser,EXVS2,0x1415E3DE0,0x14068E280
034EXTGUN,003EXAIOS,001,SpFunnelTeleport,EXVS2,0x1415E3C40,0x14068E280
034EXTGUN,003EXAIOS,001,SpFunnelThrow,EXVS2,0x1415E3F20,0x14068E280
034EXTGUN,003EXAIOS,001,ThrowFunnel,EXVS2,0x1415E3938,0x14068E280
034EXTGUN,003EXAIOS,001,Winlose_Funnel,EXVS2,0x1415E3AF8,0x14068E280
034EXTGUN,004EXLEOS,001,AssistTransparentSlasher,EXVS2,0x1415E4948,0x14068E280
034EXTGUN,004EXLEOS,001,AttachDockingBBitReturnAbstract,EXVS2,0x1415E40D8,0x14068E280
034EXTGUN,004EXLEOS,001,AttachDockingBBitReturnTurnAbstract,EXVS2,0x1415E4170,0x14068E280
034EXTGUN,004EXLEOS,001,AttachDockingRifleSword,EXVS2,0x1415E4CF0,0x14068E280
034EXTGUN,004EXLEOS,001,FunnelAttachChangePBitAbstract,EXVS2,0x1415E4DD8,0x14068E280
034EXTGUN,004EXLEOS,001,FunnelAttachChangeRifleAgiosAbstract,EXVS2,0x1415E4748,0x14068E280
034EXTGUN,004EXLEOS,001,FunnelAttachChangeRifleBBitAbstract,EXVS2,0x1415E4830,0x14068E280
034EXTGUN,004EXLEOS,001,FunnelFly,EXVS2,0x1415E4468,0x14068E280
034EXTGUN,004EXLEOS,001,FunnelHissatsuAgiosAbstract,EXVS2,0x1415E4AC0,0x14068E280
034EXTGUN,004EXLEOS,001,FunnelHissatsuBBitAbstract,EXVS2,0x1415E4C20,0x14068E280
034EXTGUN,004EXLEOS,001,FunnelShot,EXVS2,0x1415E4318,0x14068E280
034EXTGUN,004EXLEOS,001,ScaleControllerAgiosAllAbstract,EXVS2,0x1415E45B8,0x14068E280
034EXTGUN,004EXLEOS,001,ScaleControllerAgiosOneAbstract,EXVS2,0x1415E4510,0x14068E280
034EXTGUN,004EXLEOS,001,ScaleControllerBBitAllAbstract,EXVS2,0x1415E4660,0x14068E280
034EXTGUN,004EXLEOS,001,ThrowBBit,EXVS2,0x1415E4008,0x14068E280
034EXTGUN,005EXEXEL,001,AssistClusterMissile,EXVS2,0x1415E5450,0x14068E280
034EXTGUN,005EXEXEL,001,ShieldBitMate,EXVS2,0x1415E5088,0x14068E280
034EXTGUN,005EXEXEL,001,ShieldBitSelf,EXVS2,0x1415E51F8,0x14068E280
034EXTGUN,005EXEXEL,001,SphereBit,EXVS2,0x1415E5348,0x14068E280
034EXTGUN,005EXEXEL,001,ThrowBeamDagger,EXVS2,0x1415E4EA0,0x14068E280
042GRECON,001GSELF0,001,AssistHighTorquePack,EXVS2,0x1415E59D8,0x14068E280
042GRECON,001GSELF0,001,BlastNotifier,EXVS2,0x1415E54F0,0x14068E280
042GRECON,001GSELF0,001,PurgeAssaultPack,EXVS2,0x1415E55A0,0x14068E280
042GRECON,001GSELF0,001,ThrowAssaultPackAbstract,EXVS2,0x1415E56B8,0x14068E280
042GRECON,001GSELF0,001,ThrowAssaultPackLeft,EXVS2,0x1415E5748,0x14068E280
042GRECON,001GSELF0,001,ThrowAssaultPackRight,EXVS2,0x1415E57D8,0x14068E280
042GRECON,001GSELF0,001,ThrowFryschop,EXVS2,0x1415E58D8,0x14068E280
042GRECON,002MACMSK,001,Anchor,EXVS2,0x1415E5AA8,0x14068E280
042GRECON,002MACMSK,001,AssistMackKnifeBararaTsukimatoi,EXVS2,0x1415E5B98,0x14068E280
042GRECON,003PSELF0,001,FunnelTrackFin,EXVS2,0x1415E5CF0,0x14068E280
042GRECON,003PSELF0,001,ThrowPhotonTorpedo,EXVS2,0x1415E5DD0,0x14068E280
042GRECON,004GARCAN,001,StickerBeamWireMakitsuki,EXVS2,0x1415E5E70,0x14068E280
042GRECON,005MNTERO,001,BeamJavelinThrow,EXVS2,0x1415E6108,0x14068E280
042GRECON,005MNTERO,001,BeamJavelinThrowSP,EXVS2,0x1415E5F68,0x14068E280
042GRECON,005MNTERO,001,HookShot,EXVS2,0x1415E61E8,0x14068E280
042GRECON,005MNTERO,001,StickerBeamWireMakitsuki,EXVS2,0x1415E6028,0x14068E280
042GRECON,006GLUCIF,001,SkirtFunnel,EXVS2,0x1415E6340,0x14068E280
042GRECON,007KABAKL,001,AssistGrach,EXVS2,0x1415E6778,0x14068E280
042GRECON,007KABAKL,001,FlyBeefrestBit,EXVS2,0x1415E68C0,0x14068E280
042GRECON,007KABAKL,001,ThrowBeamRing,EXVS2,0x1415E69B8,0x14068E280
042GRECON,008DAHACK,001,AssistLegFunnel,EXVS2,0x1415E6D40,0x14068E280
042GRECON,008DAHACK,001,TrinityAssistFunnel,EXVS2,0x1415E6BF8,0x14068E280
042GRECON,008DAHACK,001,TrinityAssistRush,EXVS2,0x1415E6AE8,0x14068E280
042GRECON,009HECATE,001,BitBarrierFly,EXVS2,0x1415E6F00,0x14068E280
042GRECON,009HECATE,001,BitBarrierFlyHasei,EXVS2,0x1415E7250,0x14068E280
042GRECON,009HECATE,001,BitBarrierFlySetPos,EXVS2,0x1415E70E8,0x14068E280
042GRECON,009HECATE,001,BitSpShot,EXVS2,0x1415E7398,0x14068E280
042GRECON,009HECATE,001,FreeFallContainer,EXVS2,0x1415E74D8,0x14068E280
042GRECON,009HECATE,001,SpStickExp,EXVS2,0x1415E7438,0x14068E280
043ORPHAN,001GNBARB,001,ThrowDebrisMortar,EXVS2,0x1415E7660,0x14068E280
043ORPHAN,001GNBARB,001,ThrowMaceHissatsu,EXVS2,0x1415E7718,0x14068E280
043ORPHAN,001GNBARB,001,ThrowMaceMortar,EXVS2,0x1415E7590,0x14068E280
043ORPHAN,004KMRTRP,001,ThrowMine,EXVS2,0x1415E7808,0x14068E280
045MISING,002PRIDGH,001,ThrowSaber,EXVS2,0x1415E7970,0x14068E280
045MISING,003GELGHM,001,BeamnaginataThrow,EXVS2,0x1415E7B08,0x14068E280
045MISING,003GELGHM,001,BeamnaginataThrowHissatsu,EXVS2,0x1415E7A50,0x14068E280
045MISING,006TDSRTR,001,IncomFlyShot,EXVS2,0x1415E7C50,0x14068E280
045MISING,006TDSRTR,001,IncomRelay,EXVS2,0x1415E7E88,0x14068E280
045MISING,006TDSRTR,001,IncomStayShot,EXVS2,0x1415E7DE8,0x14068E280
045MISING,006TDSRTR,001,SpIncomStayShot,EXVS2,0x1415E8020,0x14068E280
045MISING,006TDSRTR,001,SpTryBladeRush,EXVS2,0x1415E80D8,0x14068E280
046TNBOLT,001FAGNDM,001,AssistGmRushShot,EXVS2,0x1415E84D8,0x14068E280
046TNBOLT,001FAGNDM,001,StickerRocketBooster,EXVS2,0x1415E8188,0x14068E280
046TNBOLT,001FAGNDM,001,ThrowClusterMissile,EXVS2,0x1415E8338,0x14068E280
046TNBOLT,001FAGNDM,001,ThrowClusterMissileAbstract,EXVS2,0x1415E82A0,0x14068E280
046TNBOLT,001FAGNDM,001,ThrowSPClusterMissile,EXVS2,0x1415E83D0,0x14068E280
046TNBOLT,002PSYCZK,001,BigGun,EXVS2,0x1415E8648,0x14068E280
046TNBOLT,002PSYCZK,001,Gattle,EXVS2,0x1415E8760,0x14068E280
046TNBOLT,002PSYCZK,001,PurgePropellantTanks,EXVS2,0x1415E85A8,0x14068E280
046TNBOLT,003ATLASG,001,AssistGuncannonAquqShot,EXVS2,0x1415E8868,0x14068E280
046TNBOLT,003ATLASG,001,AssistGuncannonAquqThrust,EXVS2,0x1415E8998,0x14068E280
046TNBOLT,003ATLASG,001,MedusaArrow,EXVS2,0x1415E8A38,0x14068E280
046TNBOLT,003ATLASG,001,MedusaArrowBullet,EXVS2,0x1415E8B18,0x14068E280
046TNBOLT,004ACGYTB,001,AssistAcguyMBBuster,EXVS2,0x1415E9060,0x14068E280
046TNBOLT,004ACGYTB,001,AssistAcguyRush,EXVS2,0x1415E8C50,0x14068E280
046TNBOLT,004ACGYTB,001,AssistAcguyShotFlamethrower,EXVS2,0x1415E8D78,0x14068E280
046TNBOLT,004ACGYTB,001,AssistAcguySprayMissileLauncher,EXVS2,0x1415E8F50,0x14068E280
046TNBOLT,004ACGYTB,001,NotifyRader,EXVS2,0x1415E8E18,0x14068E280
046TNBOLT,004ACGYTB,001,ThrowMBMissile,EXVS2,0x1415E9140,0x14068E280
049ORPHN2,001BRLUPS,001,PororiVBSword,EXVS2,0x1415E92A8,0x14068E280
049ORPHN2,001BRLUPS,001,ThrowLance,EXVS2,0x1415E9200,0x14068E280
049ORPHN2,002GSONRF,001,ScissorShieldDockingCommon,EXVS2,0x1415E9378,0x14068E280
049ORPHN2,003GNBAEL,001,ThrowSword,EXVS2,0x1415E9458,0x14068E280
049ORPHN2,004BARREX,001,TailFly,EXVS2,0x1415E9A70,0x14068E280
049ORPHN2,004BARREX,001,TailStay,EXVS2,0x1415E9728,0x14068E280
049ORPHN2,004BARREX,001,TailStayAttack,EXVS2,0x1415E9878,0x14068E280
049ORPHN2,004BARREX,001,TailStayLaunch,EXVS2,0x1415E9588,0x14068E280
049ORPHN2,004BARREX,001,TailStayReturn,EXVS2,0x1415E9998,0x14068E280
049ORPHN2,005KMRVDR,001,ThrowDainsleif,EXVS2,0x1415E9B58,0x14068E280
049ORPHN2,005KMRVDR,001,ThrowShield,EXVS2,0x1415E9C10,0x14068E280
051BUILDF,001BLDSTR,001,BuildBoosterFly,EXVS2,0x1415E9D60,0x14068E280
051BUILDF,001BLDSTR,001,BuildBoosterRushShot,EXVS2,0x1415E9EA0,0x14068E280
051BUILDF,004WGFENC,001,AssistMeteoHopperRushKijou,EXVS2,0x1415E9FA0,0x14068E280
051BUILDF,004WGFENC,001,AssistMeteoHopperflyRush,EXVS2,0x1415EA0C0,0x14068E280
051BUILDF,005STABLD,001,ChargeGabtly,EXVS2,0x1415EA328,0x14068E280
051BUILDF,005STABLD,001,FunnelFlySwordThrow,EXVS2,0x1415EA218,0x14068E280
051BUILDF,005STABLD,001,ThrowBrinicleBlade,EXVS2,0x1415EA5A8,0x14068E280
051BUILDF,005STABLD,001,TransparentBladeAmpRelay,EXVS2,0x1415EA698,0x14068E280
051BUILDF,005STABLD,001,TransparentBladeAmpShot,EXVS2,0x1415EA768,0x14068E280
051BUILDF,005STABLD,001,TransparentLaserAmp,EXVS2,0x1415EA4C8,0x14068E280
051BUILDF,005STABLD,001,TransparentLaserAmpDiffusion,EXVS2,0x1415EA3F8,0x14068E280
051BUILDF,005STABLD,001,UniverseBoosterFly,EXVS2,0x1415EA9D8,0x14068E280
051BUILDF,005STABLD,001,UniverseBoosterRushShot,EXVS2,0x1415EA890,0x14068E280
051BUILDF,006SENGOK,,XKiriShockWave,EXVS2,0x1415EAAC0,0x14068E280
051BUILDF,006SENGOK,001,HakkeiEffect,EXVS2,0x1415EAD48,0x14068E280
051BUILDF,006SENGOK,001,HakkeiStickExplosion,EXVS2,0x1415EACA8,0x14068E280
051BUILDF,006SENGOK,001,YoyoMakitsuki,EXVS2,0x1415EABD0,0x14068E280
052BLDTRY,001HOTSCR,001,FunnelAttachChange,EXVS2,0x1415EB270,0x14068E280
052BLDTRY,001HOTSCR,001,FunnelFly,EXVS2,0x1415EAE90,0x14068E280
052BLDTRY,001HOTSCR,001,FunnelHissatsu,EXVS2,0x1415EB1A8,0x14068E280
052BLDTRY,001HOTSCR,001,FunnelNet,EXVS2,0x1415EB030,0x14068E280
052BLDTRY,001HOTSCR,001,FunnelStayShot,EXVS2,0x1415EB408,0x14068E280
053GBFTRY,002TRYBNG,001,AssistBunshinHaganken,EXVS2,0x1415EBCE0,0x14068E280
053GBFTRY,002TRYBNG,001,AssistBunshinReppakuKen,EXVS2,0x1415EBE18,0x14068E280
053GBFTRY,002TRYBNG,001,AssistBunshinRush,EXVS2,0x1415EBBA8,0x14068E280
053GBFTRY,002TRYBNG,001,BunshinLauncher,EXVS2,0x1415EBA70,0x14068E280
053GBFTRY,002TRYBNG,001,LightningGundam,EXVS2,0x1415EB6C8,0x14068E280
053GBFTRY,002TRYBNG,001,Reppakuken,EXVS2,0x1415EB4C0,0x14068E280
053GBFTRY,002TRYBNG,001,Reppakuken_Entry,EXVS2,0x1415EB5B8,0x14068E280
053GBFTRY,002TRYBNG,001,StarWinningGundam,EXVS2,0x1415EB7D8,0x14068E280
053GBFTRY,002TRYBNG,001,StarWinningGundam_Funnel,EXVS2,0x1415EB928,0x14068E280
053GBFTRY,002TRYBNG,001,WinLightningGundam,EXVS2,0x1415EBEC0,0x14068E280
053GBFTRY,002TRYBNG,001,WinStarWinningGundam,EXVS2,0x1415EBF68,0x14068E280
053GBFTRY,003LTNGFB,001,TransparentLaserAmp,EXVS2,0x1415EC038,0x14068E280
053GBFTRY,004STRWIN,001,FunnelAttachChangeAutomata,EXVS2,0x1415EC268,0x14068E280
053GBFTRY,004STRWIN,001,StarCrossEndaction,EXVS2,0x1415EC330,0x14068E280
053GBFTRY,004STRWIN,001,StarCrossSpline,EXVS2,0x1415EC0F0,0x14068E280
053GBFTRY,004STRWIN,001,StarCrossStraight,EXVS2,0x1415EC1A0,0x14068E280
053GBFTRY,004STRWIN,001,StarFunnelGuardBitTukimatoi,EXVS2,0x1415EC668,0x14068E280
053GBFTRY,004STRWIN,001,StarFunnelGunBitRensha,EXVS2,0x1415ECC78,0x14068E280
053GBFTRY,004STRWIN,001,StarFunnelGunBitShot,EXVS2,0x1415EC4C8,0x14068E280
053GBFTRY,004STRWIN,001,StarFunnelSheildCommon,EXVS2,0x1415EC6E8,0x140E91F00
053GBFTRY,004STRWIN,001,StarFunnelSheildMate,EXVS2,0x1415EC820,0x14068E280
053GBFTRY,004STRWIN,001,StarFunnelSheildSelf,EXVS2,0x1415EC990,0x14068E280
053GBFTRY,004STRWIN,001,StarFunnelThrow,EXVS2,0x1415ECAE0,0x14068E280
053GBFTRY,005TSIENT,001,AssistThanderRain,EXVS2,0x1415ECED0,0x14068E280
053GBFTRY,005TSIENT,001,AssistThanderRainAiming,EXVS2,0x1415ECFE0,0x14068E280
053GBFTRY,005TSIENT,001,AssistThanderRainEntry,EXVS2,0x1415ED1E8,0x14068E280
053GBFTRY,005TSIENT,001,AssistThanderRainHukakuRotate,EXVS2,0x1415ED0F0,0x14068E280
053GBFTRY,005TSIENT,001,FunnelFly,EXVS2,0x1415ECDC0,0x14068E280
053GBFTRY,005TSIENT,001,FunnelLargeFlyRushShot,EXVS2,0x1415ED578,0x14068E280
053GBFTRY,005TSIENT,001,FunnelSmallFlyRush,EXVS2,0x1415ED420,0x14068E280
053GBFTRY,005TSIENT,001,GnPartisanThrow,EXVS2,0x1415ED2C8,0x14068E280
053GBFTRY,005TSIENT,001,SpAssistGportent,EXVS2,0x1415ED680,0x14068E280
053GBFTRY,005TSIENT,001,SpAssistKarel,EXVS2,0x1415ED748,0x14068E280
055SDGAID,001KNTGND,001,KnightShieldBoomerang,EXVS2,0x1415EDE78,0x14068E280
055SDGAID,001KNTGND,001,MoveOnFirePillar_Entry,EXVS2,0x1415EDBE0,0x14068E280
055SDGAID,001KNTGND,001,ThrowFlameSword,EXVS2,0x1415ED848,0x14068E280
055SDGAID,001KNTGND,001,ThrowKnightSword,EXVS2,0x1415ED928,0x14068E280
055SDGAID,001KNTGND,001,ThrowLightArrow,EXVS2,0x1415EDCC0,0x14068E280
055SDGAID,001KNTGND,001,ThrowThanderRain,EXVS2,0x1415EDAE8,0x14068E280
055SDGAID,001KNTGND,001,ThrowThanderRain_Fa,EXVS2,0x1415EDDC8,0x14068E280
055SSDGAID,001KNTGND,001,ThrowKnightShield,EXVS2,0x1415ED9E0,0x14068E280
056GNDMNT,001NARRTV,001,AssistPhenex,EXVS2,0x1415EDF80,0x14068E280
056GNDMNT,001NARRTV,001,PhenexArmedArmorDE,EXVS2,0x1415EE0D0,0x14068E280
056GNDMNT,001NARRTV,001,PsychoField,EXVS2,0x1415EE1B0,0x14068E280
056GNDMNT,001NARRTV,001,WireGuidedAssaultUnit,EXVS2,0x1415EE330,0x14068E280
056GNDMNT,001NARRTV,001,WireGuidedAssaultUnitFlySword,EXVS2,0x1415EE5C8,0x14068E280
056GNDMNT,001NARRTV,001,WireGuidedAssaultUnitFlySwordStart,EXVS2,0x1415EE4A8,0x14068E280
056GNDMNT,002SINAST,001,AssistGrzlElicUnqRush,EXVS2,0x1415EEB68,0x14068E280
056GNDMNT,002SINAST,001,AssistGrzlRush,EXVS2,0x1415EEA30,0x14068E280
056GNDMNT,002SINAST,001,BeamNaginata,EXVS2,0x1415EEC08,0x14068E280
056GNDMNT,003PHENEX,001,AssistSilverBulletSuppressor,EXVS2,0x1415EF5E8,0x14068E280
056GNDMNT,003PHENEX,001,FunnelCommonDefense,EXVS2,0x1415EF688,0x140EA44B0
056GNDMNT,003PHENEX,001,FunnelFlySword,EXVS2,0x1415EEE70,0x14068E280
056GNDMNT,003PHENEX,001,FunnelFlySwordCounter,EXVS2,0x1415EFA80,0x14068E280
056GNDMNT,003PHENEX,001,FunnelMateDefense,EXVS2,0x1415EF928,0x14068E280
