class_series,class_unit,class_variant,class_weapon,base_class,visibility,is_virtual,mdisp,pdisp,vdisp,attributes
045MISING,006TDSRTR,001,IncomStayShot,.?AVnoncopyable@noncopyable_@boost@@,invisible private/protected,False,8,-1,0,0x4D
045MISING,006TDSRTR,001,SpIncomStayShot,.?AVCUnitTaskAutomata_045MISING_006TDSRTR_001_SpIncomStayShot@EXVS2@@,public,False,0,-1,0,0x40
045MISING,006TDSRTR,001,SpIncomStayShot,.?AVCUnitTaskAutomataFunnelShotStayShift@GAM@VDK@@,public,False,0,-1,0,0x40
045MISING,006TDSRTR,001,SpIncomStayShot,.?AVCUnitTaskAutomataFunnelShiftPos@GAM@VDK@@,public,False,0,-1,0,0x40
045MISING,006TDSRTR,001,SpIncomStayShot,.?AVCUnitTaskAutomataFunnel@GAM@VDK@@,public,False,0,-1,0,0x40
045MISING,006TDSRTR,001,SpIncomStayShot,.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@,public,False,0,-1,0,0x40
045MISING,006TDSRTR,001,SpIncomStayShot,.?AVCUnitTaskAutomataRadicon@GAM@VDK@@,public,False,0,-1,0,0x40
045MISING,006TDSRTR,001,SpIncomStayShot,.?AVCUnitTaskAutomataAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
045MISING,006TDSRTR,001,SpIncomStayShot,.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
045MISING,006TDSRTR,001,SpIncomStayShot,.?AVCUnitTaskActorAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
045MISING,006TDSRTR,001,SpIncomStayShot,.?AVCUnitTaskBattleAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
045MISING,006TDSRTR,001,SpIncomStayShot,.?AVCUnitTaskAbstract@FWK@VDK@@,public,False,0,-1,0,0x40
045MISING,006TDSRTR,001,SpIncomStayShot,.?AVCTaskEntityActAbstract@DEV@VDK@@,invisible private/protected,False,0,-1,0,0x4D
045MISING,006TDSRTR,001,SpIncomStayShot,.?AVCTaskEntityParAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
045MISING,006TDSRTR,001,SpIncomStayShot,.?AVCTaskEntityAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
045MISING,006TDSRTR,001,SpIncomStayShot,.?AVnoncopyable@noncopyable_@boost@@,invisible private/protected,False,8,-1,0,0x4D
045MISING,006TDSRTR,001,SpTryBladeRush,.?AVCUnitTaskAutomata_045MISING_006TDSRTR_001_SpTryBladeRush@EXVS2@@,public,False,0,-1,0,0x40
045MISING,006TDSRTR,001,SpTryBladeRush,.?AVCUnitTaskAutomata_000COMMON_000COMMON_001_ThrowSaber@EXVS2@@,public,False,0,-1,0,0x40
045MISING,006TDSRTR,001,SpTryBladeRush,.?AVCUnitTaskAutomataThrow@GAM@VDK@@,public,False,0,-1,0,0x40
045MISING,006TDSRTR,001,SpTryBladeRush,.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@,public,False,0,-1,0,0x40
045MISING,006TDSRTR,001,SpTryBladeRush,.?AVCUnitTaskAutomataRadicon@GAM@VDK@@,public,False,0,-1,0,0x40
045MISING,006TDSRTR,001,SpTryBladeRush,.?AVCUnitTaskAutomataAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
045MISING,006TDSRTR,001,SpTryBladeRush,.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
045MISING,006TDSRTR,001,SpTryBladeRush,.?AVCUnitTaskActorAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
045MISING,006TDSRTR,001,SpTryBladeRush,.?AVCUnitTaskBattleAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
045MISING,006TDSRTR,001,SpTryBladeRush,.?AVCUnitTaskAbstract@FWK@VDK@@,public,False,0,-1,0,0x40
045MISING,006TDSRTR,001,SpTryBladeRush,.?AVCTaskEntityActAbstract@DEV@VDK@@,invisible private/protected,False,0,-1,0,0x4D
045MISING,006TDSRTR,001,SpTryBladeRush,.?AVCTaskEntityParAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
045MISING,006TDSRTR,001,SpTryBladeRush,.?AVCTaskEntityAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
045MISING,006TDSRTR,001,SpTryBladeRush,.?AVnoncopyable@noncopyable_@boost@@,invisible private/protected,False,8,-1,0,0x4D
046TNBOLT,001FAGNDM,001,AssistGmRushShot,.?AVCUnitTaskAutomata_046TNBOLT_001FAGNDM_001_AssistGmRushShot@EXVS2@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,AssistGmRushShot,.?AVCUnitTaskAutomataSummonRushShot@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,AssistGmRushShot,.?AVCUnitTaskAutomataSummonRush@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,AssistGmRushShot,.?AVCUnitTaskAutomataSummon@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,AssistGmRushShot,.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,AssistGmRushShot,.?AVCUnitTaskAutomataRadicon@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,AssistGmRushShot,.?AVCUnitTaskAutomataAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,AssistGmRushShot,.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,AssistGmRushShot,.?AVCUnitTaskActorAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,AssistGmRushShot,.?AVCUnitTaskBattleAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,AssistGmRushShot,.?AVCUnitTaskAbstract@FWK@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,AssistGmRushShot,.?AVCTaskEntityActAbstract@DEV@VDK@@,invisible private/protected,False,0,-1,0,0x4D
046TNBOLT,001FAGNDM,001,AssistGmRushShot,.?AVCTaskEntityParAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
046TNBOLT,001FAGNDM,001,AssistGmRushShot,.?AVCTaskEntityAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
046TNBOLT,001FAGNDM,001,AssistGmRushShot,.?AVnoncopyable@noncopyable_@boost@@,invisible private/protected,False,8,-1,0,0x4D
046TNBOLT,001FAGNDM,001,PororiBackpack,.?AVCUnitTaskAutomata_046TNBOLT_001FAGNDM_001_PororiBackpack@EXVS2@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,PororiBackpack,.?AVCUnitTaskAutomataFreeFall@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,PororiBackpack,.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,PororiBackpack,.?AVCUnitTaskAutomataRadicon@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,PororiBackpack,.?AVCUnitTaskAutomataAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,PororiBackpack,.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,PororiBackpack,.?AVCUnitTaskActorAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,PororiBackpack,.?AVCUnitTaskBattleAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,PororiBackpack,.?AVCUnitTaskAbstract@FWK@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,PororiBackpack,.?AVCTaskEntityActAbstract@DEV@VDK@@,invisible private/protected,False,0,-1,0,0x4D
046TNBOLT,001FAGNDM,001,PororiBackpack,.?AVCTaskEntityParAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
046TNBOLT,001FAGNDM,001,PororiBackpack,.?AVCTaskEntityAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
046TNBOLT,001FAGNDM,001,PororiBackpack,.?AVnoncopyable@noncopyable_@boost@@,invisible private/protected,False,8,-1,0,0x4D
046TNBOLT,001FAGNDM,001,PororiBackpackShield,.?AVCUnitTaskAutomata_046TNBOLT_001FAGNDM_001_PororiBackpackShield@EXVS2@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,PororiBackpackShield,.?AVCUnitTaskAutomataFreeFall@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,PororiBackpackShield,.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,PororiBackpackShield,.?AVCUnitTaskAutomataRadicon@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,PororiBackpackShield,.?AVCUnitTaskAutomataAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,PororiBackpackShield,.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,PororiBackpackShield,.?AVCUnitTaskActorAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,PororiBackpackShield,.?AVCUnitTaskBattleAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,PororiBackpackShield,.?AVCUnitTaskAbstract@FWK@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,PororiBackpackShield,.?AVCTaskEntityActAbstract@DEV@VDK@@,invisible private/protected,False,0,-1,0,0x4D
046TNBOLT,001FAGNDM,001,PororiBackpackShield,.?AVCTaskEntityParAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
046TNBOLT,001FAGNDM,001,PororiBackpackShield,.?AVCTaskEntityAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
046TNBOLT,001FAGNDM,001,PororiBackpackShield,.?AVnoncopyable@noncopyable_@boost@@,invisible private/protected,False,8,-1,0,0x4D
046TNBOLT,001FAGNDM,001,PororiRocketLauncher,.?AVCUnitTaskAutomata_046TNBOLT_001FAGNDM_001_PororiRocketLauncher@EXVS2@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,PororiRocketLauncher,.?AVCUnitTaskAutomataFreeFall@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,PororiRocketLauncher,.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,PororiRocketLauncher,.?AVCUnitTaskAutomataRadicon@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,PororiRocketLauncher,.?AVCUnitTaskAutomataAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,PororiRocketLauncher,.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,PororiRocketLauncher,.?AVCUnitTaskActorAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,PororiRocketLauncher,.?AVCUnitTaskBattleAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,PororiRocketLauncher,.?AVCUnitTaskAbstract@FWK@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,PororiRocketLauncher,.?AVCTaskEntityActAbstract@DEV@VDK@@,invisible private/protected,False,0,-1,0,0x4D
046TNBOLT,001FAGNDM,001,PororiRocketLauncher,.?AVCTaskEntityParAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
046TNBOLT,001FAGNDM,001,PororiRocketLauncher,.?AVCTaskEntityAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
046TNBOLT,001FAGNDM,001,PororiRocketLauncher,.?AVnoncopyable@noncopyable_@boost@@,invisible private/protected,False,8,-1,0,0x4D
046TNBOLT,001FAGNDM,001,StickerRocketBooster,.?AVCUnitTaskAutomata_046TNBOLT_001FAGNDM_001_StickerRocketBooster@EXVS2@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,StickerRocketBooster,.?AVCUnitTaskAutomataSticker@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,StickerRocketBooster,.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,StickerRocketBooster,.?AVCUnitTaskAutomataRadicon@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,StickerRocketBooster,.?AVCUnitTaskAutomataAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,StickerRocketBooster,.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,StickerRocketBooster,.?AVCUnitTaskActorAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,StickerRocketBooster,.?AVCUnitTaskBattleAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,StickerRocketBooster,.?AVCUnitTaskAbstract@FWK@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,StickerRocketBooster,.?AVCTaskEntityActAbstract@DEV@VDK@@,invisible private/protected,False,0,-1,0,0x4D
046TNBOLT,001FAGNDM,001,StickerRocketBooster,.?AVCTaskEntityParAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
046TNBOLT,001FAGNDM,001,StickerRocketBooster,.?AVCTaskEntityAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
046TNBOLT,001FAGNDM,001,StickerRocketBooster,.?AVnoncopyable@noncopyable_@boost@@,invisible private/protected,False,8,-1,0,0x4D
046TNBOLT,001FAGNDM,001,ThrowClusterMissile,.?AVCUnitTaskAutomata_046TNBOLT_001FAGNDM_001_ThrowClusterMissile@EXVS2@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,ThrowClusterMissile,.?AVCUnitTaskAutomata_046TNBOLT_001FAGNDM_001_ThrowClusterMissileAbstract@EXVS2@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,ThrowClusterMissile,.?AVCUnitTaskAutomataThrow@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,ThrowClusterMissile,.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,ThrowClusterMissile,.?AVCUnitTaskAutomataRadicon@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,ThrowClusterMissile,.?AVCUnitTaskAutomataAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,ThrowClusterMissile,.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,ThrowClusterMissile,.?AVCUnitTaskActorAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,ThrowClusterMissile,.?AVCUnitTaskBattleAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,ThrowClusterMissile,.?AVCUnitTaskAbstract@FWK@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,ThrowClusterMissile,.?AVCTaskEntityActAbstract@DEV@VDK@@,invisible private/protected,False,0,-1,0,0x4D
046TNBOLT,001FAGNDM,001,ThrowClusterMissile,.?AVCTaskEntityParAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
046TNBOLT,001FAGNDM,001,ThrowClusterMissile,.?AVCTaskEntityAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
046TNBOLT,001FAGNDM,001,ThrowClusterMissile,.?AVnoncopyable@noncopyable_@boost@@,invisible private/protected,False,8,-1,0,0x4D
046TNBOLT,001FAGNDM,001,ThrowSPClusterMissile,.?AVCUnitTaskAutomata_046TNBOLT_001FAGNDM_001_ThrowSPClusterMissile@EXVS2@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,ThrowSPClusterMissile,.?AVCUnitTaskAutomata_046TNBOLT_001FAGNDM_001_ThrowClusterMissileAbstract@EXVS2@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,ThrowSPClusterMissile,.?AVCUnitTaskAutomataThrow@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,ThrowSPClusterMissile,.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,ThrowSPClusterMissile,.?AVCUnitTaskAutomataRadicon@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,ThrowSPClusterMissile,.?AVCUnitTaskAutomataAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,ThrowSPClusterMissile,.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,ThrowSPClusterMissile,.?AVCUnitTaskActorAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,ThrowSPClusterMissile,.?AVCUnitTaskBattleAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,ThrowSPClusterMissile,.?AVCUnitTaskAbstract@FWK@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,001FAGNDM,001,ThrowSPClusterMissile,.?AVCTaskEntityActAbstract@DEV@VDK@@,invisible private/protected,False,0,-1,0,0x4D
046TNBOLT,001FAGNDM,001,ThrowSPClusterMissile,.?AVCTaskEntityParAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
046TNBOLT,001FAGNDM,001,ThrowSPClusterMissile,.?AVCTaskEntityAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
046TNBOLT,001FAGNDM,001,ThrowSPClusterMissile,.?AVnoncopyable@noncopyable_@boost@@,invisible private/protected,False,8,-1,0,0x4D
046TNBOLT,002PSYCZK,001,BigGun,.?AVCUnitTaskAutomata_046TNBOLT_002PSYCZK_001_BigGun@EXVS2@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,BigGun,.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,BigGun,.?AVCUnitTaskAutomataRadicon@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,BigGun,.?AVCUnitTaskAutomataAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,BigGun,.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,BigGun,.?AVCUnitTaskActorAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,BigGun,.?AVCUnitTaskBattleAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,BigGun,.?AVCUnitTaskAbstract@FWK@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,BigGun,.?AVCTaskEntityActAbstract@DEV@VDK@@,invisible private/protected,False,0,-1,0,0x4D
046TNBOLT,002PSYCZK,001,BigGun,.?AVCTaskEntityParAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
046TNBOLT,002PSYCZK,001,BigGun,.?AVCTaskEntityAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
046TNBOLT,002PSYCZK,001,BigGun,.?AVnoncopyable@noncopyable_@boost@@,invisible private/protected,False,8,-1,0,0x4D
046TNBOLT,002PSYCZK,001,Gattle,.?AVCUnitTaskAutomata_046TNBOLT_002PSYCZK_001_Gattle@EXVS2@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,Gattle,.?AVCUnitTaskAutomataSummon@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,Gattle,.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,Gattle,.?AVCUnitTaskAutomataRadicon@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,Gattle,.?AVCUnitTaskAutomataAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,Gattle,.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,Gattle,.?AVCUnitTaskActorAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,Gattle,.?AVCUnitTaskBattleAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,Gattle,.?AVCUnitTaskAbstract@FWK@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,Gattle,.?AVCTaskEntityActAbstract@DEV@VDK@@,invisible private/protected,False,0,-1,0,0x4D
046TNBOLT,002PSYCZK,001,Gattle,.?AVCTaskEntityParAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
046TNBOLT,002PSYCZK,001,Gattle,.?AVCTaskEntityAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
046TNBOLT,002PSYCZK,001,Gattle,.?AVnoncopyable@noncopyable_@boost@@,invisible private/protected,False,8,-1,0,0x4D
046TNBOLT,002PSYCZK,001,PororiSturmFaust,.?AVCUnitTaskAutomata_046TNBOLT_002PSYCZK_001_PororiSturmFaust@EXVS2@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,PororiSturmFaust,.?AVCUnitTaskAutomataFreeFall@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,PororiSturmFaust,.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,PororiSturmFaust,.?AVCUnitTaskAutomataRadicon@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,PororiSturmFaust,.?AVCUnitTaskAutomataAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,PororiSturmFaust,.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,PororiSturmFaust,.?AVCUnitTaskActorAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,PororiSturmFaust,.?AVCUnitTaskBattleAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,PororiSturmFaust,.?AVCUnitTaskAbstract@FWK@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,PororiSturmFaust,.?AVCTaskEntityActAbstract@DEV@VDK@@,invisible private/protected,False,0,-1,0,0x4D
046TNBOLT,002PSYCZK,001,PororiSturmFaust,.?AVCTaskEntityParAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
046TNBOLT,002PSYCZK,001,PororiSturmFaust,.?AVCTaskEntityAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
046TNBOLT,002PSYCZK,001,PororiSturmFaust,.?AVnoncopyable@noncopyable_@boost@@,invisible private/protected,False,8,-1,0,0x4D
046TNBOLT,002PSYCZK,001,PurgePropellantTanksLower,.?AVCUnitTaskAutomata_046TNBOLT_002PSYCZK_001_PurgePropellantTanksLower@EXVS2@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,PurgePropellantTanksLower,.?AVCUnitTaskAutomata_046TNBOLT_002PSYCZK_001_PurgePropellantTanks@EXVS2@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,PurgePropellantTanksLower,.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,PurgePropellantTanksLower,.?AVCUnitTaskAutomataRadicon@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,PurgePropellantTanksLower,.?AVCUnitTaskAutomataAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,PurgePropellantTanksLower,.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,PurgePropellantTanksLower,.?AVCUnitTaskActorAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,PurgePropellantTanksLower,.?AVCUnitTaskBattleAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,PurgePropellantTanksLower,.?AVCUnitTaskAbstract@FWK@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,PurgePropellantTanksLower,.?AVCTaskEntityActAbstract@DEV@VDK@@,invisible private/protected,False,0,-1,0,0x4D
046TNBOLT,002PSYCZK,001,PurgePropellantTanksLower,.?AVCTaskEntityParAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
046TNBOLT,002PSYCZK,001,PurgePropellantTanksLower,.?AVCTaskEntityAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
046TNBOLT,002PSYCZK,001,PurgePropellantTanksLower,.?AVnoncopyable@noncopyable_@boost@@,invisible private/protected,False,8,-1,0,0x4D
046TNBOLT,002PSYCZK,001,PurgePropellantTanksUpper,.?AVCUnitTaskAutomata_046TNBOLT_002PSYCZK_001_PurgePropellantTanksUpper@EXVS2@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,PurgePropellantTanksUpper,.?AVCUnitTaskAutomata_046TNBOLT_002PSYCZK_001_PurgePropellantTanks@EXVS2@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,PurgePropellantTanksUpper,.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,PurgePropellantTanksUpper,.?AVCUnitTaskAutomataRadicon@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,PurgePropellantTanksUpper,.?AVCUnitTaskAutomataAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,PurgePropellantTanksUpper,.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,PurgePropellantTanksUpper,.?AVCUnitTaskActorAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,PurgePropellantTanksUpper,.?AVCUnitTaskBattleAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,PurgePropellantTanksUpper,.?AVCUnitTaskAbstract@FWK@VDK@@,public,False,0,-1,0,0x40
046TNBOLT,002PSYCZK,001,PurgePropellantTanksUpper,.?AVCTaskEntityActAbstract@DEV@VDK@@,invisible private/protected,False,0,-1,0,0x4D
